,Unnamed: 0,score,Emily_score,Greg_score,Jamal_score,Lakisha_score
122,717,0.17049707,0.17049707,0.17049707,0.17049707,0.17049707
123,718,0.0912961,0.0886118,0.07578071,0.104676545,0.07517675
124,719,0.17363651,0.17363651,0.17363651,0.17363651,0.17363651
125,720,0.43679267,0.43679267,0.43679267,0.43679267,0.43679267
126,721,0.18059285,0.18335292,0.11226402,0.21513169,0.10250328
127,722,0.8451503,0.8451503,0.8451503,0.8451503,0.8451503
128,723,0.19674245,0.19674245,0.19674245,0.19674245,0.19674245
129,724,0.103741035,0.10461568,0.10409431,0.14858495,0.118446596
130,725,0.047716394,0.062380515,0.061387762,0.062286723,0.06250695
131,726,0.605119,0.605119,0.605119,0.605119,0.605119
132,727,0.056837868,0.024212906,0.04403067,0.04943233,0.036006387
133,728,0.04264116,0.04264116,0.04264116,0.04264116,0.04264116
134,729,0.9017844,0.06396361,0.06591828,0.08171796,0.06409973
135,730,0.94925326,0.94925326,0.94925326,0.94925326,0.94925326
136,731,0.095505424,0.0015529316,0.0022586752,0.0025331199,0.00199031
137,732,0.15506274,0.2636909,0.31736952,0.29850775,0.23966639
138,733,0.08712444,0.08712444,0.08712444,0.08712444,0.08712444
139,734,0.32552055,0.20207934,0.25363594,0.24323326,0.24037887
140,735,0.15156922,0.026934981,0.07274915,0.07946642,0.052552998
141,736,0.6387391,0.5371726,0.6585559,0.6331181,0.63415635
142,737,0.08635034,0.15769394,0.17943121,0.18318725,0.17955343
143,738,0.70219433,0.052203387,0.05464471,0.071205996,0.04471298
144,739,0.9151657,0.8892731,0.9156528,0.9054645,0.8606264
145,740,0.49058506,0.49058506,0.49058506,0.49058506,0.49058506
146,741,0.09442045,0.08334029,0.08214809,0.11113816,0.07878858
147,742,0.085200466,0.08623471,0.09785925,0.13239726,0.07661489
148,743,0.28490448,0.07155291,0.07594796,0.073100306,0.0665558
149,744,0.73307186,0.73307186,0.73307186,0.73307186,0.73307186
150,745,0.09788762,0.14823696,0.23994268,0.23594464,0.24090646
151,746,0.061943546,0.061943546,0.061943546,0.061943546,0.061943546
152,747,0.48867613,0.44240564,0.48481956,0.4707386,0.45088378
153,748,0.15425621,0.09992092,0.099074505,0.13416427,0.088525936
154,749,0.054638293,0.04811732,0.057379015,0.06360656,0.053145386
155,750,0.509777,0.12278337,0.15619755,0.1589342,0.14904523
156,751,0.08762797,0.090672985,0.10614682,0.11590721,0.11064162
157,752,0.6621841,0.6621841,0.6621841,0.6621841,0.6621841
158,753,0.5266601,0.5266601,0.5266601,0.5266601,0.5266601
159,754,0.070576794,0.062022205,0.07323917,0.077399194,0.06821265
160,755,0.063886955,0.063886955,0.063886955,0.063886955,0.063886955
161,756,0.058834326,0.058834326,0.058834326,0.058834326,0.058834326
162,757,0.28782555,0.086536445,0.09428186,0.12041007,0.0728313
163,758,0.74481755,0.69542736,0.73804116,0.71724725,0.69542736
164,759,0.0660914,0.07359421,0.08364104,0.093010396,0.07581535
165,760,0.38445932,0.11484705,0.11083715,0.15617123,0.07298963
166,761,0.106477596,0.106477596,0.106477596,0.106477596,0.106477596
167,762,0.13003945,0.08874443,0.0949732,0.11284848,0.070431635
168,763,0.115528196,0.15099461,0.09386612,0.2303611,0.14403075
169,764,0.19587061,0.19433439,0.23923825,0.19071239,0.19784468
170,765,0.73109436,0.15125124,0.18635692,0.20015816,0.16610818
171,766,0.4476393,0.4476393,0.4476393,0.4476393,0.4476393
172,767,0.04669413,0.04669413,0.04669413,0.04669413,0.04669413
173,768,0.124378525,0.10681986,0.11355243,0.11266974,0.10759852
174,769,0.1503339,0.07847572,0.086780466,0.07898413,0.07360124
175,770,0.10628574,0.10628574,0.10628574,0.10628574,0.10628574
176,771,0.059164133,0.08424236,0.07745335,0.09339117,0.069489
177,772,0.5876557,0.5876557,0.5876557,0.5876557,0.5876557
178,773,0.40325078,0.40325078,0.40325078,0.40325078,0.40325078
179,774,0.078328334,0.06264318,0.060593456,0.07482671,0.054187324
180,775,0.05822701,0.05822701,0.05822701,0.05822701,0.05822701
181,776,0.52394515,0.52394515,0.52394515,0.52394515,0.52394515
182,777,0.08801701,0.07141912,0.0647181,0.102914356,0.085147254
183,778,0.24332808,0.24332808,0.24332808,0.24332808,0.24332808
184,779,0.6344763,0.118256204,0.08631695,0.15035246,0.08107357
185,780,0.36857098,0.15176271,0.27457955,0.24048348,0.19853868
186,781,0.09477628,0.09477628,0.09477628,0.09477628,0.09477628
187,782,0.8596623,0.8596623,0.8596623,0.8596623,0.8596623
188,783,0.44682965,0.08915723,0.33114827,0.36596724,0.08553762
189,784,0.083809994,0.06722531,0.06972325,0.09153844,0.0704825
190,785,0.073977396,0.08202179,0.041027103,0.086297184,0.06068451
191,786,0.794439,0.794439,0.794439,0.794439,0.794439
192,787,0.5876557,0.26827532,0.26143852,0.2894442,0.24809672
193,788,0.31752098,0.066950835,0.04255843,0.067664124,0.05258807
194,789,0.0749746,0.0749746,0.0749746,0.0749746,0.0749746
195,790,0.55800104,0.55800104,0.55800104,0.55800104,0.55800104
196,791,0.10521079,0.072732605,0.092513405,0.10713055,0.08151532
197,792,0.061692204,0.061692204,0.061692204,0.061692204,0.061692204
198,793,0.0518387,0.04880727,0.039967827,0.059137177,0.04070979
199,794,0.5154597,0.1625003,0.17204125,0.24851948,0.17035198
200,795,0.09527758,0.03757099,0.041017808,0.039887972,0.033218347
201,796,0.07186275,0.105915464,0.122659,0.103951514,0.093591556
202,797,0.27725896,0.27725896,0.27725896,0.27725896,0.27725896
203,798,0.093230695,0.093230695,0.093230695,0.093230695,0.093230695
204,799,0.0720642,0.0720642,0.0720642,0.0720642,0.0720642
205,800,0.07091553,0.09375279,0.051528737,0.09794506,0.037695765
206,801,0.036041535,0.07098703,0.0729497,0.10568462,0.056990504
207,802,0.9633071,0.9633071,0.9633071,0.9633071,0.9633071
208,803,0.105567686,0.105567686,0.105567686,0.105567686,0.105567686
209,804,0.8355208,0.8355208,0.8355208,0.8355208,0.8355208
210,805,0.948144,0.948144,0.948144,0.948144,0.948144
211,806,0.28386453,0.058360223,0.05382537,0.08102308,0.042878635
212,807,0.883713,0.883713,0.883713,0.883713,0.883713
213,808,0.09013064,0.09348242,0.105930984,0.12770145,0.09286586
214,809,0.8308161,0.24251232,0.2795003,0.3007093,0.31089434
215,810,0.07698007,0.0660804,0.054562468,0.06864525,0.060394965
216,811,0.07719011,0.07719011,0.07719011,0.07719011,0.07719011
217,812,0.112708926,0.00012832612,0.0008715208,0.00081794965,0.00042745963
218,813,0.07378905,0.07378905,0.07378905,0.07378905,0.07378905
219,814,0.09367678,0.09367678,0.09367678,0.09367678,0.09367678
220,815,0.7780145,0.7780145,0.7780145,0.7780145,0.7780145
221,816,0.11151207,0.08374572,0.06962284,0.11113758,0.052260574
222,817,0.24260636,0.14203948,0.15011415,0.14884655,0.13383916
223,818,0.14967194,0.13411368,0.15106438,0.1519784,0.1336289
224,819,0.7452182,0.14864534,0.19198094,0.23428959,0.17756833
225,820,0.10434445,0.10434445,0.10434445,0.10434445,0.10434445
226,821,0.07656539,0.07656539,0.07656539,0.07656539,0.07656539
227,822,0.04272755,0.052436393,0.056747746,0.06499652,0.050874744
